10,30,30,330;0;4;0;-1;0;0
10,30,30,345;0;4;0;-1;0;0
10,30,30,357;0;4;0;-1;0;0
10,30,30,363;0;4;0;-2;0;0
10,30,30,376;0;4;0;-2;0;0
10,30,30,382;0;4;0;-1;0;0
10,30,30,389;0;4;0;-1;0;0
10,30,30,405;0;4;0;-1;0;0
10,30,30,409;0;4;0;-1;0;0
10,30,30,419;0;4;0;-2;0;0
10,30,30,430;0;4;0;-2;0;0
10,30,30,440;0;4;0;-1;0;0
10,30,30,449;0;4;0;-1;0;0
10,30,30,460;0;4;0;-2;0;0
10,30,30,469;0;4;0;-2;0;0
10,30,30,478;0;4;0;-2;0;0
10,30,30,488;0;3;0;-2;0;0
10,30,30,513;0;3;0;-1;0;-1
10,30,30,517;0;3;0;-1;0;-1
10,30,30,536;0;3;0;-1;0;-1
10,30,30,557;0;4;0;-1;0;-1
10,30,30,560;0;4;0;-1;0;-1
10,30,30,565;0;4;0;-1;0;-1
10,30,30,570;0;4;0;-1;0;-1
10,30,30,575;0;4;0;-1;0;-1
10,30,30,580;0;4;0;-1;0;-1
10,30,30,590;0;4;0;-1;0;-1
10,30,30,599;0;4;0;-1;0;-1
10,30,30,613;0;4;0;-1;0;-1
10,30,30,622;0;4;0;-2;0;0
10,30,30,631;0;4;0;-2;0;0
10,30,30,643;0;4;0;-1;0;0
10,30,30,649;0;4;0;-1;0;0
10,30,30,659;0;4;0;-1;0;0
10,30,30,669;0;4;0;-1;0;0
10,30,30,682;0;4;0;-1;0;0
10,30,30,689;0;5;0;-1;0;0
10,30,30,699;0;5;0;-2;0;0
10,30,30,713;0;5;0;-2;0;0
10,30,30,719;0;5;0;-2;0;0
10,30,30,731;0;5;0;-2;0;0
10,30,30,739;0;5;0;-2;0;0
10,30,30,751;0;5;0;-2;0;0
10,30,30,762;0;5;0;-2;0;0
10,30,30,769;0;4;0;-2;0;0
10,30,30,780;0;4;0;-3;0;0
10,30,30,789;0;4;0;-3;0;0
10,30,30,799;0;4;0;-2;0;0
10,30,30,809;0;4;0;-2;0;0
10,30,30,819;0;4;0;-1;0;0
10,30,30,829;0;4;0;-1;0;0
10,30,30,840;0;4;0;-1;0;0
10,30,30,848;0;4;0;-1;0;0
10,30,30,859;0;4;0;-1;0;0
10,30,30,871;0;4;0;-1;0;0
10,30,30,879;0;4;0;-1;0;0
10,30,30,889;0;4;0;-1;0;0
10,30,30,898;0;4;0;-1;0;0
10,30,30,911;0;4;0;-1;0;0
10,30,30,920;0;4;0;-1;0;0
10,30,30,929;0;4;0;-1;0;0
10,30,30,939;0;4;0;-1;0;0
10,30,30,952;0;4;0;-1;0;0
10,30,30,959;0;4;0;-1;0;0
10,30,30,969;0;4;0;-1;0;0
10,30,30,980;0;4;0;-1;0;0
10,30,30,993;0;5;0;-1;0;0
10,30,31,000;0;5;0;-1;0;0
10,30,31,009;0;4;0;-1;0;0
10,30,31,020;0;4;0;-1;0;0
10,30,31,029;0;4;0;-1;0;0
10,30,31,042;0;4;0;-1;0;0
10,30,31,051;0;4;0;-1;0;0
10,30,31,060;0;4;0;-1;0;0
10,30,31,072;0;4;0;-1;0;0
10,30,31,083;0;4;0;-1;0;0
10,30,31,089;0;4;0;-1;0;0
10,30,31,099;0;4;0;-1;0;0
10,30,31,112;0;4;0;-1;0;0
10,30,31,123;0;4;0;-1;0;0
10,30,31,146;0;4;0;-1;0;0
10,30,31,151;0;4;0;-1;0;0
10,30,31,157;0;4;0;-1;0;0
10,30,31,163;0;4;0;-1;0;0
10,30,31,170;0;4;0;-1;0;0
10,30,31,179;0;4;0;0;0;0
10,30,31,189;0;4;0;0;0;0
10,30,31,199;0;4;0;0;0;0
10,30,31,211;0;5;1;0;0;0
10,30,31,219;0;5;1;0;0;0
10,30,31,229;0;4;1;0;0;0
10,30,31,240;0;4;1;0;0;0
10,30,31,249;0;4;1;0;0;0
10,30,31,259;0;4;1;0;0;0
10,30,31,269;0;4;1;0;0;0
10,30,31,279;0;4;1;0;0;0
10,30,31,289;0;4;1;0;0;0
10,30,31,299;0;4;1;0;0;0
10,30,31,310;0;4;1;0;0;0
10,30,31,327;0;4;1;0;0;0
10,30,31,332;0;4;0;0;0;0
10,30,31,357;0;4;0;0;0;0
10,30,31,376;0;5;0;0;0;0
10,30,31,381;0;5;0;0;0;0
10,30,31,387;0;5;0;0;0;0
10,30,31,392;0;5;0;0;0;0
10,30,31,398;0;5;0;0;0;0
10,30,31,404;0;5;0;-1;0;0
10,30,31,410;0;4;0;-1;0;0
10,30,31,421;0;4;0;-1;0;0
10,30,31,433;0;4;0;-1;0;0
10,30,31,442;0;4;0;-1;0;0
10,30,31,455;0;4;0;-1;0;0
10,30,31,461;0;4;0;-1;0;0
10,30,31,469;0;4;0;-1;0;0
10,30,31,479;0;4;0;-1;0;-1
10,30,31,492;0;4;0;-1;0;-1
10,30,31,499;0;4;0;0;0;-1
10,30,31,534;0;5;0;0;0;-1
10,30,31,540;0;5;0;0;0;-1
10,30,31,546;0;5;0;0;0;-1
10,30,31,552;0;5;0;0;0;-1
10,30,31,569;0;5;0;0;0;-1
10,30,31,575;0;5;0;0;0;-1
10,30,31,582;0;5;0;0;0;-1
10,30,31,589;0;5;0;0;0;0
10,30,31,595;0;4;0;0;0;0
10,30,31,602;0;4;0;-1;0;0
10,30,31,609;0;5;0;-1;0;0
10,30,31,619;0;5;0;-1;0;0
