12:51:44,990;0;0;0;0;0;0
51:45,0;0;0;0;0;0;0
51:45,0;0;0;0;0;0;0
51:45,0;0;0;0;0;0;0
51:45,0;0;0;0;0;0;0
51:45,0;0;0;0;0;0;0
51:45,1;0;0;0;0;0;0
51:45,1;0;0;0;0;0;0
51:45,1;0;0;0;0;0;0
51:45,1;0;0;0;0;0;0
51:45,1;0;0;0;0;0;0
51:45,1;0;0;0;0;0;0
51:45,1;0;0;0;0;0;0
51:45,1;0;0;0;0;0;0
51:45,1;0;0;0;0;0;0
51:45,1;0;0;0;0;0;0
51:45,2;0;0;0;0;0;0
51:45,2;0;0;0;0;0;0
51:45,2;0;0;0;0;0;0
51:45,2;0;0;0;0;0;0
51:45,2;0;0;0;0;0;0
51:45,2;0;0;0;0;0;0
51:45,2;0;0;0;0;0;0
51:45,2;0;0;0;0;0;0
51:45,2;0;0;0;0;0;0
51:45,2;0;0;0;0;0;0
51:45,3;0;0;0;0;0;0
51:45,3;0;0;0;0;0;0
51:45,3;0;0;0;0;0;0
51:45,3;0;0;0;0;0;0
51:45,3;0;0;0;0;0;0
51:45,3;0;0;0;0;0;0
51:45,3;0;0;0;0;0;0
51:45,3;0;0;0;0;0;0
51:45,3;0;0;0;0;0;0
51:45,3;0;0;0;0;0;0
51:45,4;0;0;0;0;0;0
51:45,4;0;0;0;0;0;0
51:45,4;0;0;0;0;0;0
51:45,4;0;0;0;0;0;0
51:45,4;0;0;0;0;0;0
51:45,4;0;0;0;0;0;0
51:45,4;0;0;0;0;0;0
51:45,4;0;0;0;0;0;0
51:45,4;0;0;0;0;0;0
51:45,4;0;0;0;0;0;0
51:45,5;0;0;0;0;0;0
51:45,5;0;0;0;0;0;0
51:45,5;0;0;0;0;0;0
51:45,5;0;0;0;0;0;0
51:45,5;0;0;0;0;0;0
51:45,5;0;0;0;0;0;0
51:45,5;0;0;0;0;0;0
51:45,5;0;0;0;0;0;0
51:45,5;0;0;0;0;0;0
51:45,5;0;0;0;0;0;0
51:45,5;0;0;0;0;0;0
51:45,6;0;0;0;0;0;0
51:45,6;0;0;0;0;0;0
51:45,6;0;0;0;0;0;0
51:45,6;0;0;0;0;0;0
51:45,6;0;0;0;0;0;0
51:45,6;0;0;0;0;0;0
51:45,6;0;0;0;0;0;0
51:45,6;0;0;0;0;0;0
51:45,6;0;0;0;0;0;0
51:45,7;0;0;0;0;0;0
51:45,7;0;0;0;0;0;0
51:45,7;0;0;0;0;0;0
51:45,7;0;0;0;0;0;0
51:45,7;0;0;0;0;0;0
51:45,7;0;0;0;0;0;0
51:45,7;0;0;0;23;23;17
51:45,7;-13;-18;-18;23;23;17
51:45,7;-13;-18;-18;18;19;13
51:45,7;-10;-14;-13;18;19;13
51:45,8;-10;-14;-13;9;10;7
51:45,8;-10;-14;-13;9;10;7
51:45,8;-10;-14;-13;9;10;7
51:45,8;-6;-10;-9;9;10;7
51:45,8;-6;-10;-9;4;5;4
51:45,8;0;-1;0;4;5;4
51:45,8;0;-1;0;0;1;2
51:45,8;0;-1;0;0;1;2
51:45,8;0;-1;0;0;1;2
51:45,8;0;-1;0;0;1;2
51:45,9;0;-1;0;0;1;2
51:45,9;0;0;0;0;1;2
51:45,9;0;0;0;0;1;1
51:45,9;0;-1;0;0;1;1
51:45,9;0;-1;0;0;1;1
51:45,9;0;-1;0;0;1;1
51:45,9;0;-1;0;0;1;1
51:45,9;0;-2;0;0;1;1
51:45,9;0;-2;0;0;0;0
51:45,9;0;-2;0;0;0;0
51:46,0;0;-2;0;0;0;0
51:46,0;0;-2;0;0;0;0
51:46,0;0;-2;0;0;0;0
51:46,0;0;-2;0;0;0;0
51:46,0;0;-2;0;0;1;1
51:46,0;0;-2;0;0;1;1
51:46,0;0;-2;0;0;1;1
51:46,0;0;-1;0;0;1;1
51:46,0;0;-1;0;0;1;1
51:46,0;0;-1;0;0;1;1
51:46,1;0;-1;0;0;1;1
51:46,1;0;0;0;0;1;1
51:46,1;0;0;0;0;1;1
51:46,1;0;0;0;0;1;1
51:46,1;0;0;0;0;1;1
51:46,1;0;0;0;0;1;1
51:46,1;0;0;0;0;1;1
51:46,1;0;-1;0;0;1;1
51:46,1;0;-1;0;0;1;2
51:46,1;-1;-1;0;0;1;2
51:46,2;-1;-1;0;2;3;2
51:46,2;-1;-1;0;2;3;2
51:46,2;-1;-1;0;2;4;1
51:46,2;-2;-2;0;2;4;1
51:46,2;-2;-2;0;2;4;1
51:46,2;-4;-3;-2;2;4;1
51:46,2;-4;-3;-2;4;4;1
51:46,2;-4;-3;-2;4;4;1
51:46,2;-4;-3;-2;5;5;1
51:46,2;-5;-5;-3;5;5;1
51:46,3;-5;-5;-3;6;6;2
51:46,3;-6;-7;-6;6;6;2
51:46,3;-6;-7;-6;6;7;3
51:46,3;-6;-7;-6;6;7;3
51:46,3;-6;-7;-6;8;8;4
51:46,3;-8;-8;-7;8;8;4
51:46,3;-8;-8;-7;9;11;6
51:46,3;-8;-9;-8;9;11;6
51:46,3;-8;-9;-8;8;11;7
51:46,3;-8;-9;-8;8;11;7
51:46,4;-8;-9;-8;8;11;7
51:46,4;-9;-12;-11;8;11;7
51:46,4;-9;-12;-11;9;13;9
51:46,4;-11;-13;-12;9;13;9
51:46,4;-11;-13;-12;9;13;9
51:46,4;-11;-13;-12;9;13;9
51:46,4;-11;-13;-12;11;14;9
51:46,4;-12;-13;-14;11;14;9
51:46,4;-12;-13;-14;11;14;12
51:46,4;-12;-13;-14;11;14;12
51:46,5;-12;-13;-14;12;17;13
51:46,5;-12;-14;-14;12;17;13
51:46,5;-12;-14;-14;12;17;14
51:46,5;-12;-13;-15;12;17;14
51:46,5;-12;-13;-15;12;17;14
51:46,5;-12;-13;-17;12;17;14
51:46,5;-12;-13;-17;12;17;15
51:46,5;-12;-13;-17;12;17;15
51:46,5;-12;-13;-17;12;19;17
51:46,5;-13;-16;-17;12;19;17
51:46,6;-13;-16;-17;13;18;17
51:46,6;-13;-16;-17;13;18;17
51:46,6;-13;-16;-17;13;18;17
51:46,6;-13;-19;-18;13;18;17
51:46,6;-13;-19;-18;13;19;18
51:46,6;-14;-19;-18;13;19;18
51:46,6;-14;-19;-18;13;20;18
51:46,6;-15;-20;-18;13;20;18
51:46,6;-15;-20;-18;13;20;19
51:46,6;-14;-21;-18;13;20;19
51:46,6;-14;-21;-18;12;20;20
51:46,7;-14;-23;-19;12;20;20
51:46,7;-14;-23;-19;12;20;20
51:46,7;-14;-23;-19;12;20;20
51:46,7;-14;-23;-19;13;20;19
51:46,7;-14;-23;-20;13;20;19
51:46,7;-14;-23;-20;13;21;21
51:46,7;-15;-23;-20;13;21;21
51:46,7;-15;-23;-20;13;21;21
51:46,7;-15;-23;-20;13;21;21
51:46,7;-15;-23;-20;14;21;21
51:46,8;-15;-23;-20;14;21;21
51:46,8;-15;-23;-20;12;23;21
51:46,8;-15;-21;-20;12;23;21
51:46,8;-15;-21;-20;12;21;23
51:46,8;-15;-21;-20;12;21;23
51:46,8;-15;-21;-20;12;21;23
51:46,8;-17;-21;-21;12;21;23
51:46,8;-17;-21;-21;12;21;23
51:46,8;-17;-23;-21;12;21;23
51:46,9;-17;-23;-21;17;21;18
51:46,9;-17;-21;-21;17;21;18
51:46,9;-17;-21;-21;15;23;18
51:46,9;-17;-21;-21;15;23;18
51:46,9;-17;-21;-21;15;23;18
51:46,9;-17;-23;-23;15;23;18
51:46,9;-17;-23;-23;15;23;18
51:46,9;-17;-21;-21;15;23;18
51:46,9;-17;-21;-21;17;21;18
51:46,9;-17;-21;-21;17;21;18
51:47,0;-17;-21;-21;15;21;19
51:47,0;-17;-23;-21;15;21;19
51:47,0;-17;-23;-21;17;21;24
51:47,0;-18;-21;-21;17;21;24
51:47,0;-18;-21;-21;18;21;24
51:47,0;-18;-21;-21;18;21;24
51:47,0;-18;-21;-21;18;21;24
51:47,0;-18;-21;-23;18;21;24
