12:56:57,719;0;0;0;0;0;0
12:56:57,729;0;0;0;0;0;0
12:56:57,744;0;0;0;0;0;0
12:56:57,749;0;0;0;0;0;0
12:56:57,759;0;0;0;0;0;0
12:56:57,769;0;0;0;0;0;0
12:56:57,779;0;0;0;0;0;0
12:56:57,793;0;0;0;0;0;0
12:56:57,798;0;0;0;0;0;0
12:56:57,809;0;0;0;0;0;0
12:56:57,820;0;0;0;0;0;0
12:56:57,828;0;0;0;0;0;0
12:56:57,842;0;0;0;0;0;0
12:56:57,848;0;0;0;0;0;0
12:56:57,860;0;0;0;0;0;0
12:56:57,871;0;0;0;0;0;0
12:56:57,879;0;0;0;0;0;0
12:56:57,893;0;0;0;0;0;0
12:56:57,898;0;0;0;0;0;0
12:56:57,909;0;0;0;0;0;0
12:56:57,918;0;0;0;0;0;0
12:56:57,947;0;0;0;0;0;0
12:56:57,951;0;0;0;0;0;0
12:56:57,956;0;0;0;0;0;0
12:56:57,961;0;0;0;0;0;0
12:56:57,968;0;0;0;0;0;0
12:56:57,979;0;0;0;0;0;0
12:56:57,989;0;0;0;0;0;0
12:56:58,000;0;0;0;0;0;0
12:56:58,008;0;0;0;0;0;0
12:56:58,018;0;0;0;0;0;0
12:56:58,028;0;0;0;0;0;0
12:56:58,038;0;0;0;0;0;0
12:56:58,051;0;0;0;0;0;0
12:56:58,058;0;0;0;0;0;0
12:56:58,068;0;0;0;0;0;0
12:56:58,079;0;0;0;0;0;0
12:56:58,092;0;0;0;0;0;0
12:56:58,099;0;0;0;0;0;0
12:56:58,108;0;0;0;0;0;0
12:56:58,119;0;0;0;0;0;0
12:56:58,129;0;0;0;0;0;0
12:56:58,139;0;0;0;0;0;0
12:56:58,153;0;0;0;0;0;0
12:56:58,159;0;0;0;0;0;0
12:56:58,169;0;0;0;0;0;0
12:56:58,179;0;0;0;0;0;0
12:56:58,189;0;0;0;0;0;0
12:56:58,203;0;0;0;0;0;0
12:56:58,209;0;0;0;0;0;0
12:56:58,219;0;0;0;0;0;0
12:56:58,229;0;0;0;0;0;0
12:56:58,239;0;0;0;0;0;0
12:56:58,254;0;0;0;0;0;0
12:56:58,259;0;0;0;0;0;0
12:56:58,269;0;0;0;0;0;0
12:56:58,281;0;0;0;0;0;0
12:56:58,289;0;0;0;0;0;0
12:56:58,299;0;0;0;0;0;0
12:56:58,309;0;0;0;0;0;0
12:56:58,322;0;0;0;0;0;0
12:56:58,329;0;0;0;0;0;0
12:56:58,339;0;0;0;0;0;0
12:56:58,349;0;0;0;0;0;0
12:56:58,359;0;0;0;0;0;0
12:56:58,370;0;0;0;0;0;0
12:56:58,379;0;0;0;0;0;0
12:56:58,389;0;0;0;0;0;0
12:56:58,399;0;0;0;0;0;0
12:56:58,409;0;0;0;0;0;0
12:56:58,419;0;0;0;0;0;0
12:56:58,429;0;0;0;0;0;0
12:56:58,440;0;0;0;0;0;0
12:56:58,454;0;0;0;0;0;0
12:56:58,461;0;0;0;0;0;0
12:56:58,469;0;0;0;0;0;0
12:56:58,480;0;0;0;0;0;0
12:56:58,489;0;0;0;0;0;0
12:56:58,500;0;0;0;0;0;0
12:56:58,510;0;0;0;0;0;0
12:56:58,521;0;0;0;0;0;0
12:56:58,529;0;0;0;0;0;0
12:56:58,539;0;0;0;0;0;0
12:56:58,549;0;0;0;0;0;0
12:56:58,560;0;0;0;0;0;0
12:56:58,569;0;0;0;0;0;0
12:56:58,579;0;0;0;0;0;0
12:56:58,589;0;0;0;0;0;0
12:56:58,600;0;0;0;0;0;0
12:56:58,612;0;0;0;0;0;0
12:56:58,619;0;0;0;0;0;0
12:56:58,629;0;0;0;0;0;0
12:56:58,639;0;0;0;0;0;0
12:56:58,650;0;0;0;0;0;0
12:56:58,659;0;0;0;0;0;0
12:56:58,669;0;0;0;0;0;0
12:56:58,680;0;0;0;0;0;0
12:56:58,689;0;0;0;0;0;0
12:56:58,699;0;0;0;0;0;0
12:56:58,709;0;0;0;0;0;0
12:56:58,722;0;0;0;0;0;0
12:56:58,729;0;0;0;0;0;0
12:56:58,739;0;0;0;0;0;0
12:56:58,749;0;0;0;0;0;0
12:56:58,759;0;0;0;0;0;0
12:56:58,769;0;0;0;0;0;0
12:56:58,779;0;0;0;0;0;0
12:56:58,789;0;0;0;0;0;0
12:56:58,801;0;0;0;0;0;0
12:56:58,809;0;0;0;0;0;0
12:56:58,819;0;0;0;0;0;0
12:56:58,829;0;0;0;0;0;0
12:56:58,847;0;0;0;0;0;0
12:56:58,852;0;0;0;0;0;0
12:56:58,859;0;0;0;0;0;0
12:56:58,868;0;0;0;0;0;0
12:56:58,880;0;0;0;0;0;0
12:56:58,889;0;0;0;0;0;0
12:56:58,898;0;0;0;0;0;0
12:56:58,909;0;0;0;0;0;0
12:56:58,920;0;0;0;0;0;0
12:56:58,928;0;0;0;0;0;0
12:56:58,938;0;0;0;0;0;0
12:56:58,969;0;0;0;0;0;0
12:56:58,975;0;0;0;0;0;0
12:56:58,981;0;0;0;0;0;0
12:56:58,987;0;0;0;0;0;0
12:56:58,992;0;0;0;0;0;0
12:56:58,998;0;0;0;0;0;0
12:56:59,008;0;0;0;0;0;0
12:56:59,021;0;0;0;0;0;0
12:56:59,028;0;0;0;0;0;0
12:56:59,040;0;0;0;0;0;0
12:56:59,048;0;0;0;0;0;0
12:56:59,058;0;0;0;0;0;0
12:56:59,070;0;0;0;0;0;0
12:56:59,079;0;0;0;0;0;0
12:56:59,089;0;0;0;0;0;0
12:56:59,098;0;0;0;0;0;0
12:56:59,108;0;0;0;0;0;0
12:56:59,124;0;0;0;0;0;0
12:56:59,130;0;0;0;0;0;0
12:56:59,138;0;0;0;0;0;0
12:56:59,149;0;0;0;0;0;0
12:56:59,159;0;0;0;0;0;0
12:56:59,171;0;0;0;0;0;0
