10,11,59,175;0,000000;2,000000;0,000000;0,000000;-2,000000;-1,000000;
10,11,59,184;0,000000;2,000000;0,000000;0,000000;-2,000000;-1,000000;
10,11,59,216;0,000000;2,000000;0,000000;0,000000;-2,000000;-1,000000;
10,11,59,219;0,000000;2,000000;0,000000;0,000000;-2,000000;-1,000000;
10,11,59,224;0,000000;2,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,230;0,000000;2,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,235;0,000000;2,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,245;0,000000;2,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,256;0,000000;2,000000;0,000000;0,000000;-2,000000;-1,000000;
10,11,59,265;0,000000;1,000000;0,000000;0,000000;-2,000000;-1,000000;
10,11,59,273;0,000000;1,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,285;0,000000;1,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,293;0,000000;1,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,303;0,000000;0,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,315;0,000000;0,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,323;0,000000;0,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,333;0,000000;0,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,348;0,000000;1,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,353;0,000000;1,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,365;0,000000;1,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,374;0,000000;1,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,389;0,000000;2,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,397;0,000000;2,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,405;0,000000;2,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,415;0,000000;2,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,424;0,000000;1,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,434;0,000000;1,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,445;0,000000;1,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,454;0,000000;1,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,465;0,000000;1,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,476;0,000000;1,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,484;0,000000;1,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,493;0,000000;1,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,505;0,000000;1,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,517;0,000000;1,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,523;0,000000;1,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,533;0,000000;1,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,545;0,000000;2,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,558;0,000000;2,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,563;0,000000;1,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,578;0,000000;1,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,587;0,000000;1,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,594;0,000000;1,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,606;0,000000;2,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,613;0,000000;2,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,623;0,000000;2,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,635;0,000000;2,000000;0,000000;0,000000;-2,000000;-1,000000;
10,11,59,645;0,000000;1,000000;0,000000;0,000000;-2,000000;-1,000000;
10,11,59,654;0,000000;1,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,665;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,675;0,000000;2,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,688;0,000000;2,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,693;0,000000;2,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,704;0,000000;1,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,723;0,000000;1,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,728;0,000000;2,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,735;0,000000;2,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,745;0,000000;2,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,753;0,000000;2,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,766;0,000000;1,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,773;0,000000;1,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,784;0,000000;2,000000;0,000000;0,000000;-1,000000;-1,000000;
10,11,59,795;0,000000;2,000000;0,000000;0,000000;-2,000000;-1,000000;
10,11,59,805;0,000000;2,000000;0,000000;0,000000;-2,000000;-1,000000;
10,11,59,815;0,000000;2,000000;0,000000;0,000000;-2,000000;-1,000000;
10,11,59,823;0,000000;2,000000;0,000000;0,000000;-2,000000;-1,000000;
10,11,59,833;0,000000;2,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,844;0,000000;2,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,855;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,863;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,875;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,885;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,894;0,000000;2,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,905;0,000000;2,000000;0,000000;0,000000;-1,000000;0,000000;
10,11,59,913;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,923;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,933;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,944;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,953;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,963;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,974;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,989;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,11,59,995;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,12,00,003;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,12,00,013;0,000000;2,000000;0,000000;0,000000;-1,000000;0,000000;
10,12,00,023;0,000000;3,000000;0,000000;0,000000;-1,000000;0,000000;
10,12,00,034;0,000000;3,000000;0,000000;0,000000;-1,000000;0,000000;
10,12,00,045;0,000000;2,000000;1,000000;0,000000;-1,000000;0,000000;
10,12,00,053;0,000000;2,000000;1,000000;0,000000;0,000000;0,000000;
10,12,00,063;0,000000;2,000000;1,000000;0,000000;0,000000;0,000000;
10,12,00,073;0,000000;2,000000;1,000000;0,000000;-1,000000;0,000000;
10,12,00,084;0,000000;2,000000;1,000000;0,000000;-1,000000;0,000000;
10,12,00,093;0,000000;2,000000;1,000000;0,000000;-1,000000;0,000000;
10,12,00,103;0,000000;1,000000;1,000000;0,000000;-1,000000;0,000000;
10,12,00,113;0,000000;1,000000;1,000000;0,000000;-1,000000;0,000000;
10,12,00,123;0,000000;1,000000;1,000000;0,000000;-1,000000;0,000000;
10,12,00,137;0,000000;1,000000;1,000000;0,000000;-2,000000;0,000000;
10,12,00,143;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,12,00,153;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,12,00,166;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,12,00,179;0,000000;2,000000;1,000000;0,000000;-2,000000;0,000000;
10,12,00,184;0,000000;2,000000;1,000000;0,000000;-2,000000;0,000000;
10,12,00,194;0,000000;2,000000;1,000000;0,000000;-2,000000;0,000000;
10,12,00,206;0,000000;2,000000;1,000000;0,000000;-1,000000;0,000000;
10,12,00,219;0,000000;3,000000;1,000000;0,000000;-1,000000;0,000000;
10,12,00,238;0,000000;3,000000;1,000000;0,000000;-1,000000;-1,000000;
10,12,00,243;0,000000;3,000000;1,000000;0,000000;-1,000000;-1,000000;
10,12,00,250;0,000000;3,000000;1,000000;0,000000;-1,000000;-1,000000;
10,12,00,255;0,000000;2,000000;1,000000;0,000000;-1,000000;-1,000000;
10,12,00,266;0,000000;2,000000;1,000000;0,000000;-1,000000;-1,000000;
10,12,00,275;0,000000;2,000000;0,000000;0,000000;-1,000000;-1,000000;
10,12,00,284;0,000000;2,000000;0,000000;0,000000;-2,000000;-1,000000;
10,12,00,300;0,000000;2,000000;0,000000;0,000000;-2,000000;-1,000000;
10,12,00,309;0,000000;2,000000;0,000000;0,000000;-2,000000;-1,000000;
10,12,00,314;0,000000;2,000000;0,000000;0,000000;-2,000000;-1,000000;
10,12,00,338;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,12,00,344;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,12,00,349;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,12,00,357;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,12,00,364;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,12,00,375;0,000000;2,000000;0,000000;0,000000;-2,000000;0,000000;
10,12,00,384;0,000000;2,000000;0,000000;0,000000;-1,000000;0,000000;
