12:50:35,482;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,495;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,501;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,511;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,521;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,537;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,542;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,551;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,561;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,571;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,595;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,599;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,604;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,612;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,621;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,631;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,641;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,651;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,661;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,671;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,682;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,693;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,721;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,724;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,729;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,734;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,742;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,751;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,761;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,771;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,781;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,793;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,803;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,813;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,827;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,832;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,843;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,851;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,861;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,872;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,882;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,895;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,901;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,911;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,921;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,931;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,945;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,951;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,961;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,971;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,981;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:35,993;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,002;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,011;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,021;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,031;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,042;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,051;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,061;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,071;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,082;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,093;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,101;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,111;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,121;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,131;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,142;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,151;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,161;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,171;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,181;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,193;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,201;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,211;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:50:36,221;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
