TIME;L1;L2;L3;L4;L5;L6;WIATR;METAN;pH;KONTAKTRON;ZAPYLENIE;KIERUNEK W;TEMP;WILGOTNOSC
10:38:21,126;-49,000000;-41,000000;-41,000000;50,000000;49,000000;51,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,130;-49,000000;-41,000000;-41,000000;50,000000;51,000000;51,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,144;-49,000000;-41,000000;-41,000000;50,000000;51,000000;51,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,149;-49,000000;-41,000000;-41,000000;50,000000;51,000000;51,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,153;-49,000000;-41,000000;-41,000000;50,000000;51,000000;51,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,158;-44,000000;-41,000000;-41,000000;50,000000;51,000000;51,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,163;-44,000000;-41,000000;-41,000000;50,000000;51,000000;51,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,167;-44,000000;-41,000000;-41,000000;50,000000;51,000000;51,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,171;-44,000000;-41,000000;-41,000000;50,000000;51,000000;51,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,177;-44,000000;-41,000000;-41,000000;50,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,183;-44,000000;-41,000000;-41,000000;50,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,188;-44,000000;-41,000000;-41,000000;50,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,192;-44,000000;-41,000000;-41,000000;50,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,197;-44,000000;-50,000000;-41,000000;50,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,202;-44,000000;-50,000000;-41,000000;49,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,206;-44,000000;-50,000000;-41,000000;49,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,211;-44,000000;-50,000000;-41,000000;49,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,216;-44,000000;-50,000000;-41,000000;49,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,220;-44,000000;-50,000000;-41,000000;49,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,224;-44,000000;-50,000000;-41,000000;49,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,230;-44,000000;-50,000000;-49,000000;49,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,234;-44,000000;-50,000000;-49,000000;49,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,245;-44,000000;-50,000000;-49,000000;49,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,255;-44,000000;-50,000000;-49,000000;49,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,265;-44,000000;-50,000000;-49,000000;49,000000;51,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,270;-44,000000;-50,000000;-49,000000;49,000000;44,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,275;-44,000000;-50,000000;-49,000000;49,000000;44,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,280;-44,000000;-50,000000;-49,000000;49,000000;44,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,284;-44,000000;-50,000000;-49,000000;49,000000;44,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,292;-44,000000;-50,000000;-49,000000;49,000000;44,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,300;-48,000000;-50,000000;-49,000000;49,000000;44,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,305;-48,000000;-50,000000;-49,000000;49,000000;44,000000;53,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,309;-48,000000;-50,000000;-49,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,315;-48,000000;-41,000000;-49,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,319;-48,000000;-41,000000;-49,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,324;-48,000000;-41,000000;-49,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,335;-48,000000;-41,000000;-49,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,341;-48,000000;-41,000000;-49,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,347;-48,000000;-41,000000;-49,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,352;-48,000000;-41,000000;-49,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,357;-48,000000;-41,000000;-49,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,361;-48,000000;-41,000000;-49,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,367;-48,000000;-41,000000;-49,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,377;-48,000000;-41,000000;-49,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,384;-48,000000;-41,000000;-49,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,388;-48,000000;-41,000000;-42,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,393;-48,000000;-41,000000;-42,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,398;-48,000000;-41,000000;-42,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,403;-48,000000;-41,000000;-42,000000;49,000000;44,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,407;-48,000000;-41,000000;-42,000000;49,000000;48,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,411;-48,000000;-41,000000;-42,000000;49,000000;48,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,416;-48,000000;-41,000000;-42,000000;49,000000;48,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,420;-48,000000;-41,000000;-42,000000;49,000000;48,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,428;-48,000000;-41,000000;-42,000000;49,000000;48,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,432;-48,000000;-41,000000;-42,000000;49,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,438;-48,000000;-41,000000;-42,000000;49,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,448;-48,000000;-41,000000;-42,000000;49,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,455;-48,000000;-41,000000;-42,000000;49,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,460;-48,000000;-41,000000;-42,000000;49,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,465;-48,000000;-41,000000;-42,000000;49,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,469;-48,000000;-41,000000;-42,000000;49,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,473;-48,000000;-41,000000;-42,000000;49,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,483;-48,000000;-41,000000;-42,000000;49,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,492;-48,000000;-47,000000;-42,000000;49,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,498;-48,000000;-47,000000;-42,000000;49,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,505;-48,000000;-47,000000;-42,000000;47,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,510;-48,000000;-47,000000;-42,000000;47,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,515;-48,000000;-47,000000;-42,000000;47,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,520;-48,000000;-47,000000;-42,000000;47,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,524;-48,000000;-47,000000;-42,000000;47,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,528;-48,000000;-47,000000;-46,000000;47,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,534;-48,000000;-47,000000;-46,000000;47,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,538;-48,000000;-47,000000;-46,000000;47,000000;48,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,543;-48,000000;-47,000000;-46,000000;47,000000;46,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,549;-46,000000;-47,000000;-46,000000;47,000000;46,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,553;-46,000000;-47,000000;-46,000000;47,000000;46,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,564;-46,000000;-47,000000;-46,000000;47,000000;46,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,574;-46,000000;-47,000000;-46,000000;47,000000;46,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,582;-46,000000;-47,000000;-46,000000;47,000000;46,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,587;-46,000000;-47,000000;-46,000000;47,000000;46,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,592;-46,000000;-47,000000;-46,000000;47,000000;46,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,597;-46,000000;-47,000000;-46,000000;47,000000;46,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,603;-46,000000;-47,000000;-46,000000;47,000000;46,000000;48,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,610;-46,000000;-47,000000;-46,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,614;-46,000000;-47,000000;-46,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,619;-46,000000;-44,000000;-46,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,623;-46,000000;-44,000000;-46,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,628;-46,000000;-44,000000;-46,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,632;-46,000000;-44,000000;-46,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,636;-46,000000;-44,000000;-46,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,641;-46,000000;-44,000000;-46,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,647;-46,000000;-44,000000;-46,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,655;-46,000000;-44,000000;-46,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,661;-46,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,667;-46,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,676;-46,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,686;-46,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,696;-46,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,703;-46,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,708;-46,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,713;-46,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,718;-46,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,722;-44,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,727;-44,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,732;-44,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,736;-44,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,741;-44,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,745;-44,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,750;-44,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,759;-44,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,764;-44,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,772;-44,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,780;-44,000000;-44,000000;-44,000000;46,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,785;-44,000000;-44,000000;-44,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,790;-44,000000;-44,000000;-44,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,797;-44,000000;-44,000000;-44,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,802;-44,000000;-44,000000;-44,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,807;-44,000000;-44,000000;-44,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,814;-44,000000;-44,000000;-44,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,824;-44,000000;-44,000000;-44,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,834;-44,000000;-44,000000;-44,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,840;-44,000000;-44,000000;-44,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,846;-44,000000;-44,000000;-44,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,851;-45,000000;-44,000000;-44,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,856;-45,000000;-44,000000;-44,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,866;-45,000000;-44,000000;-44,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,874;-45,000000;-44,000000;-44,000000;47,000000;46,000000;46,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,879;-45,000000;-44,000000;-44,000000;47,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,884;-45,000000;-44,000000;-44,000000;47,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,890;-45,000000;-44,000000;-44,000000;47,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,894;-45,000000;-44,000000;-44,000000;47,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,901;-45,000000;-44,000000;-44,000000;47,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,910;-45,000000;-43,000000;-44,000000;47,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,915;-45,000000;-43,000000;-44,000000;44,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,919;-45,000000;-43,000000;-44,000000;44,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,924;-45,000000;-43,000000;-44,000000;44,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,930;-45,000000;-43,000000;-44,000000;44,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,940;-45,000000;-43,000000;-44,000000;44,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,944;-45,000000;-43,000000;-44,000000;44,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,949;-45,000000;-43,000000;-47,000000;44,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,955;-45,000000;-43,000000;-47,000000;44,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,966;-45,000000;-43,000000;-47,000000;44,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,972;-45,000000;-43,000000;-47,000000;44,000000;46,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,976;-45,000000;-43,000000;-47,000000;44,000000;45,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,982;-45,000000;-43,000000;-47,000000;44,000000;45,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,987;-44,000000;-43,000000;-47,000000;44,000000;45,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:21,995;-44,000000;-43,000000;-47,000000;44,000000;45,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:22,004;-44,000000;-43,000000;-47,000000;44,000000;45,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:22,014;-44,000000;-43,000000;-47,000000;44,000000;45,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:22,024;-44,000000;-43,000000;-47,000000;44,000000;45,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:22,034;-44,000000;-43,000000;-47,000000;44,000000;45,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:22,039;-44,000000;-43,000000;-47,000000;44,000000;45,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:22,043;-44,000000;-47,000000;-47,000000;44,000000;45,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:22,051;-44,000000;-47,000000;-47,000000;44,000000;45,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:22,056;-44,000000;-47,000000;-47,000000;44,000000;45,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
10:38:22,062;-44,000000;-47,000000;-47,000000;44,000000;45,000000;44,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000
