10,37,47,669;-11,000000;-14,000000;-13,000000;7,000000;14,000000;13,000000;
10,37,47,678;-11,000000;-14,000000;-13,000000;7,000000;14,000000;13,000000;
10,37,47,688;-9,000000;-14,000000;-12,000000;7,000000;14,000000;13,000000;
10,37,47,698;-9,000000;-14,000000;-12,000000;8,000000;13,000000;12,000000;
10,37,47,708;-9,000000;-14,000000;-12,000000;8,000000;13,000000;12,000000;
10,37,47,718;-9,000000;-14,000000;-12,000000;7,000000;13,000000;13,000000;
10,37,47,728;-11,000000;-14,000000;-13,000000;7,000000;13,000000;13,000000;
10,37,47,739;-11,000000;-14,000000;-13,000000;8,000000;14,000000;13,000000;
10,37,47,762;-11,000000;-14,000000;-13,000000;8,000000;14,000000;13,000000;
10,37,47,766;-11,000000;-14,000000;-13,000000;7,000000;14,000000;13,000000;
10,37,47,771;-11,000000;-14,000000;-13,000000;7,000000;14,000000;13,000000;
10,37,47,778;-11,000000;-14,000000;-13,000000;7,000000;14,000000;13,000000;
10,37,47,788;-11,000000;-17,000000;-13,000000;7,000000;14,000000;13,000000;
10,37,47,798;-11,000000;-17,000000;-13,000000;8,000000;14,000000;13,000000;
10,37,47,812;-11,000000;-15,000000;-14,000000;8,000000;14,000000;13,000000;
10,37,47,818;-11,000000;-15,000000;-14,000000;7,000000;14,000000;14,000000;
10,37,47,830;-8,000000;-15,000000;-14,000000;7,000000;14,000000;14,000000;
10,37,47,839;-8,000000;-15,000000;-14,000000;8,000000;14,000000;13,000000;
10,37,47,848;-8,000000;-15,000000;-14,000000;8,000000;14,000000;13,000000;
10,37,47,862;-8,000000;-15,000000;-14,000000;9,000000;14,000000;14,000000;
10,37,47,870;-10,000000;-17,000000;-14,000000;9,000000;14,000000;14,000000;
10,37,47,878;-10,000000;-17,000000;-14,000000;9,000000;15,000000;15,000000;
10,37,47,889;-11,000000;-18,000000;-14,000000;9,000000;15,000000;15,000000;
10,37,47,898;-11,000000;-18,000000;-14,000000;9,000000;15,000000;15,000000;
10,37,47,908;-11,000000;-18,000000;-14,000000;9,000000;15,000000;15,000000;
10,37,47,919;-11,000000;-18,000000;-14,000000;11,000000;15,000000;15,000000;
10,37,47,928;-13,000000;-17,000000;-15,000000;11,000000;15,000000;15,000000;
