12:55:01,440;0;0;0;0;0;0
12:55:01,445;0;0;0;0;0;0
12:55:01,449;0;0;0;0;0;0
12:55:01,454;0;0;0;0;0;0
12:55:01,460;0;0;0;0;0;0
12:55:01,471;0;0;0;0;0;0
12:55:01,481;0;0;0;0;0;0
12:55:01,491;0;0;0;0;0;0
12:55:01,500;0;0;0;0;0;0
12:55:01,510;0;0;0;0;0;0
12:55:01,522;0;0;0;0;0;0
12:55:01,530;0;0;0;0;0;0
12:55:01,540;0;0;0;0;0;0
12:55:01,550;0;0;0;0;0;0
12:55:01,560;0;0;0;0;0;0
12:55:01,571;0;0;0;0;0;0
12:55:01,581;0;0;0;0;0;0
12:55:01,591;0;0;0;0;0;0
12:55:01,601;0;0;0;0;0;0
12:55:01,610;0;0;0;0;0;0
12:55:01,622;0;0;0;0;0;0
12:55:01,630;0;0;0;0;0;0
12:55:01,640;0;0;0;0;0;0
12:55:01,650;0;0;0;0;0;0
12:55:01,660;0;0;0;0;0;0
12:55:01,673;0;0;0;0;0;0
12:55:01,681;0;0;0;0;0;0
12:55:01,690;0;0;0;0;0;0
12:55:01,700;0;0;0;0;0;0
12:55:01,711;0;0;0;0;0;0
12:55:01,722;0;0;0;0;0;0
12:55:01,730;0;0;0;0;0;0
12:55:01,741;0;0;0;0;0;0
12:55:01,750;0;0;0;0;0;0
12:55:01,760;0;0;0;0;0;0
12:55:01,774;0;0;0;0;0;0
12:55:01,780;0;0;0;0;0;0
12:55:01,793;0;0;0;0;0;0
12:55:01,800;0;0;0;0;0;0
12:55:01,810;0;0;0;0;0;0
12:55:01,821;0;0;0;0;0;0
12:55:01,830;0;0;0;0;0;0
12:55:01,842;0;0;0;0;0;0
12:55:01,850;0;0;0;0;0;0
12:55:01,860;0;0;0;0;0;0
12:55:01,872;0;0;0;0;0;0
12:55:01,881;0;0;0;0;0;0
12:55:01,890;0;0;0;0;0;0
12:55:01,900;0;0;0;0;0;0
12:55:01,910;0;0;0;0;0;0
12:55:01,920;0;0;0;0;0;0
12:55:01,930;0;0;0;0;0;0
12:55:01,941;0;0;0;0;0;0
12:55:01,950;0;0;0;0;0;0
12:55:01,960;0;0;0;0;0;0
12:55:01,971;0;0;0;0;0;0
12:55:01,980;0;0;0;0;0;0
12:55:01,990;0;0;0;0;0;0
12:55:02,001;0;0;0;0;0;0
12:55:02,010;0;0;0;0;0;0
12:55:02,020;0;0;0;0;0;0
12:55:02,030;0;0;0;0;0;0
12:55:02,040;0;0;0;0;0;0
12:55:02,050;0;0;0;0;0;0
12:55:02,060;0;0;0;0;0;0
12:55:02,071;0;0;0;0;0;0
12:55:02,081;0;0;0;0;0;0
12:55:02,090;0;0;0;0;0;0
12:55:02,100;0;0;0;0;0;0
12:55:02,110;0;0;0;0;0;0
12:55:02,120;0;0;0;0;0;0
