12:43:04,453;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,466;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,473;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,495;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,500;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,505;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,514;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,522;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,532;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,543;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,553;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,562;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,572;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,582;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,592;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,604;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,612;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,622;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,632;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,650;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,655;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,663;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,673;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,684;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,693;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,702;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,712;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,725;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,732;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,742;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,752;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,762;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,773;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,782;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,797;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,804;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,812;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,822;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,853;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,857;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,862;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,867;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:43:04,876;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
