12:36:13,186;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,193;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,203;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,214;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,223;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,235;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,244;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,254;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,263;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,273;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,285;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,293;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,304;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,313;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,323;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,333;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,343;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,354;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,364;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,374;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,388;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,395;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,404;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,414;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,424;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,435;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,444;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,454;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,464;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,475;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,486;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,494;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,504;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,514;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,524;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,537;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,544;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
12:36:13,557;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
