20:58:24,394;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,400;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,416;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,421;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,425;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,432;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,438;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,444;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,450;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,456;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,463;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,469;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,475;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,482;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,491;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,499;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,504;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,510;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,515;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,521;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,526;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,532;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,538;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,543;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,549;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,555;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,562;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,571;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,582;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,595;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,605;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,612;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,620;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,627;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,634;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,642;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,648;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,654;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,660;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,666;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,673;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,679;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,699;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,719;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,737;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,770;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
20:58:24,809;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;228,186890;0,000000;8,307193;14,902344;13,299999;71,766876;0,000000
