TIME;L1;L2;L3;L4;L5;L6;WIATR;METAN;pH;KONTAKTRON;ZAPYLENIE;KIERUNEK W;TEMP;WILGOTNOSC
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:48,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:49,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,8;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:50,9;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,0;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,1;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,2;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,3;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,4;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,5;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,6;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
44:51,7;10;11;10;-10;-10;-10;0;0;0;0;0;0;0;0
