13:30:47,609;0;0;0;0;0;0
13:30:47,618;0;0;0;0;0;0
13:30:47,629;0;0;0;0;0;0
13:30:47,637;0;0;0;0;0;0
13:30:47,651;0;0;0;0;0;0
13:30:47,657;0;0;0;0;0;0
13:30:47,669;0;0;0;0;0;0
13:30:47,677;0;0;0;0;0;0
13:30:47,688;0;0;0;0;0;0
13:30:47,698;0;0;0;0;0;0
13:30:47,708;0;0;0;0;0;0
13:30:47,717;0;0;0;0;0;0
13:30:47,730;0;0;0;0;0;0
13:30:47,737;0;0;0;0;0;0
13:30:47,747;0;0;0;0;0;0
13:30:47,757;0;0;0;0;0;0
13:30:47,768;0;0;0;0;0;0
13:30:47,777;0;0;0;0;0;0
13:30:47,788;0;0;0;0;0;0
13:30:47,797;0;0;0;0;0;0
13:30:47,808;0;0;0;0;0;0
13:30:47,817;0;0;0;0;0;0
13:30:47,829;0;0;0;0;0;0
13:30:47,837;0;0;0;0;0;0
13:30:47,847;0;0;0;0;0;0
13:30:47,857;0;0;0;0;0;0
13:30:47,868;0;0;0;0;0;0
13:30:47,877;0;0;0;0;0;0
13:30:47,888;0;0;0;0;0;0
13:30:47,898;0;0;0;0;0;0
13:30:47,909;0;0;0;0;0;0
13:30:47,917;0;0;0;0;0;0
13:30:47,929;0;0;0;0;0;0
13:30:47,937;0;0;0;0;0;0
13:30:47,948;0;0;0;0;0;0
13:30:47,958;0;0;0;0;0;0
13:30:47,968;0;0;0;0;0;0
13:30:47,977;0;0;0;0;0;0
13:30:47,988;0;0;0;0;0;0
13:30:47,997;0;0;0;0;0;0
13:30:48,008;0;0;0;0;0;0
13:30:48,017;0;0;0;0;0;0
13:30:48,029;0;0;0;0;0;0
13:30:48,037;0;0;0;0;0;0
13:30:48,048;0;0;0;0;0;0
13:30:48,060;0;0;0;0;0;0
13:30:48,068;0;0;0;0;0;0
13:30:48,076;0;0;0;0;0;0
13:30:48,088;0;0;0;0;0;0
13:30:48,098;0;0;0;0;0;0
13:30:48,108;0;0;0;0;0;0
13:30:48,117;0;0;0;0;0;0
13:30:48,130;0;0;0;0;0;0
13:30:48,137;0;0;0;0;0;0
13:30:48,146;0;0;0;0;0;0
13:30:48,157;0;0;0;0;0;0
13:30:48,168;0;0;0;0;0;0
13:30:48,176;0;0;0;0;0;0
13:30:48,188;0;0;0;0;0;0
13:30:48,196;0;0;0;0;0;0
13:30:48,207;0;0;0;0;0;0
13:30:48,217;0;0;0;0;0;0
13:30:48,229;0;0;0;0;0;0
13:30:48,237;0;0;0;0;0;0
